addressDetailEn,addressDetailTh,addressEn,addressTh,branchNameEn,branchNameTh,districtEn,districtTh,faxExt,faxTh,latitude,longtitude,provinceNameEn,provinceNameTh,subDistrictEn,subDistrictTh,telExt,telTh,timeEn,timeTh,timeWeekendEn,timeWeekendTh,workingHourEn,workingHourTh,workingHourWeekendEn,workingHourWeekendTh,zipCode,code,mobile,branchType
,824/4 หมู่ที่ 11,,824/4 หมู่ที่ 11 ตำบลเมืองปัก อำเภอปักธงชัย จังหวัดนครราชสีมา 30150,,ปักธงชัย,,ปักธงชัย,,044-441-254,14.724083,102.024417,,นครราชสีมา,,เมืองปัก,,044-441-255,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-119,091-818-4000,SOMWANG
,"100, 102 ถนนหนองจิก",,"100, 102 ถนนหนองจิก ตำบลสะบารัง อำเภอเมืองปัตตานี จังหวัดปัตตานี 94000",,ปัตตานี,,เมืองปัตตานี,,073-330-763,6.864501,101.2399,,ปัตตานี,,สะบารัง,,073-330-746,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-329,063-905-5557,SOMWANG
,669/3 หมู่ที่ 3,,669/3 หมู่ที่ 3 ตำบลปัว อำเภอปัว จังหวัดน่าน 55120,,ปัว (น่าน),,ปัว,,054-718-841,19.179709,100.917426,,น่าน,,ปัว,,054-718-840,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-384,095-364-2444,SOMWANG
,432/1 ถนนมิตรภาพ,,432/1 ถนนมิตรภาพ ตำบลปากช่อง อำเภอปากช่อง จังหวัดนครราชสีมา 30130,,ปากช่อง,,ปากช่อง,,044 315 128,14.699774,101.408531,,นครราชสีมา,,ปากช่อง,,044 315 127,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-007,084-410-5000,SOMWANG
,926/6 ถนนมิตรภาพ,,926/6 ถนนมิตรภาพ ตำบลปากช่อง อำเภอปากช่อง จังหวัดนครราชสีมา 30130,,ปากช่อง 2,,ปากช่อง,,044-311-991,14.715869,101.429431,,นครราชสีมา,,ปากช่อง,,044-311-990,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-334,063-905-6444,SOMWANG
,121 หมู่ที่ 9,,121 หมู่ที่ 9 ตำบลหนองสาหร่าย อำเภอปากช่อง จังหวัดนครราชสีมา 30130,,ปากช่อง 3 (คลองยาง),,ปากช่อง,,044-312-119,14.64625,101.482361,,นครราชสีมา,,หนองสาหร่าย,,044-312-118,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-581,091-770-9449,SOMWANG
,299/5 หมู่ที่ 4,,299/5 หมู่ที่ 4 ตำบลดอนทราย อำเภอปากท่อ จังหวัดราชบุรี 70140,,ปากท่อ (ราชบุรี),,ปากท่อ,,032-720-562,13.366986,99.821357,,ราชบุรี,,ดอนทราย,,032-720-561,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-281,091-889-5333,SOMWANG
,"458/18 ,458/19 ถนนสุขุมวิท",,"458/18 ,458/19 ถนนสุขุมวิท ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ จังหวัดสมุทรปราการ 10270",,ปากน้ำ,,เมืองสมุทรปราการ,,02-395-1194,13.589208,100.609386,,สมุทรปราการ,,ปากน้ำ,,02-395-1195,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-197,095-370-5700,SOMWANG
,321 หมู่ที่ 1,,321 หมู่ที่ 1 ตำบลป่าซาง อำเภอป่าซาง จังหวัดลำพูน 51120,,ป่าซาง (ลำพูน),,ป่าซาง,,053-520-225,18.520009,98.940928,,ลำพูน,,ป่าซาง,,053-520-224,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-507,063-905-0440,SOMWANG
,"486/ข, 487/ข หมู่ที่ 6",,"486/ข, 487/ข หมู่ที่ 6 ตำบลบางปลากด อำเภอป่าโมก จังหวัดอ่างทอง 14130",,ป่าโมก (อ่างทอง),,ป่าโมก,,035-610-547,14.497389,100.453889,,อ่างทอง,,บางปลากด,,035-610-546,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-567,091-770-7997,SOMWANG
,"406/42 ,406/43 หมู่ที่ 5",,"406/42 ,406/43 หมู่ที่ 5 ตำบลเวียง อำเภอฝาง จังหวัดเชียงใหม่ 50110",,ฝาง,,ฝาง,,053-451-372,19.9149,99.209062,,เชียงใหม่,,เวียง,,053-451-371,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-217,063-904-4499,SOMWANG
,735/3 หมู่ที่ 1,,735/3 หมู่ที่ 1 ตำบลพนมสารคาม อำเภอพนมสารคาม จังหวัดฉะเชิงเทรา 24120,,พนมสารคาม (ฉะเชิงเทรา),,พนมสารคาม,,038-554-534,13.744958,101.356869,,ฉะเชิงเทรา,,พนมสารคาม,,038-554-533,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-322,063-905-5551,SOMWANG
,"100/55 ,100/56 หมู่ที่ 6",,"100/55 ,100/56 หมู่ที่ 6 ตำบลกุฎโง้ง อำเภอพนัสนิคม จังหวัดชลบุรี 20140",,พนัสนิคม(ชลบุรี),,พนัสนิคม,,038-463-032,13.459141,101.173375,,ชลบุรี,,กุฎโง้ง,,038-463-031,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-241,063-905-0555,SOMWANG
,297 หมู่ที่ 1,,297 หมู่ที่ 1 ตำบลปะหลาน อำเภอพยัคฆภูมิพิสัย จังหวัดมหาสารคาม 44110,,พยัคฆภูมิพิสัย,,พยัคฆภูมิพิสัย,,043-791-432,15.517917,103.196167,,มหาสารคาม,,ปะหลาน,,043-791-431,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-177,096-803-6660,SOMWANG
,173/1 หมู่ที่ 1,,173/1 หมู่ที่ 1 ตำบลพยุห์ อำเภอพยุห์ จังหวัดศรีสะเกษ 33230,,พยุห์ (ศรีสะเกษ),,พยุห์,,045-826-745,14.946928,104.394056,,ศรีสะเกษ,,พยุห์,,045-826-744,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-578,091-772-1661,SOMWANG
,"398/19, 398/20 หมู่ที่ 1",,"398/19, 398/20 หมู่ที่ 1 ตำบลสระพระ อำเภอพระทองคำ จังหวัดนครราชสีมา 30220",,พระทองคำ (นครราชสีมา),,พระทองคำ,,044-300-269,15.30907,101.967972,,นครราชสีมา,,สระพระ,,044-300-268,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-466,095-365-9292,SOMWANG
,73/1-2 หมู่ที่ 9,,73/1-2 หมู่ที่ 9 ตำบลธงชัย อำเภอเมืองเพชรบุรี จังหวัดเพชรบุรี 76000,,พระนครคีรี (เพชรบุรี),,เมืองเพชรบุรี,,032-400-861,13.112831,99.936002,,เพชรบุรี,,ธงชัย,,032-400-860,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-283,091-889-5444,SOMWANG
,15/2 หมู่ที่ 7,,15/2 หมู่ที่ 7 ตำบลธารเกษม อำเภอพระพุทธบาท จังหวัดสระบุรี 18120,,พระพุทธบาท (สระบุรี),,พระพุทธบาท,,036-340-149,14.725917,100.796889,,สระบุรี,,ธารเกษม,,036-340-148,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-420,091-770-5885,SOMWANG
,146/28 หมู่ที่ 3,,146/28 หมู่ที่ 3 ตำบลปากคลองบางปลากด อำเภอพระสมุทรเจดีย์ จังหวัดสมุทรปราการ 10290,,พระสมุทรเจดีย์ (สมุทรปราการ),,พระสมุทรเจดีย์,,02-405-4875,13.59464,100.578912,,สมุทรปราการ,,ปากคลองบางปลากด,,02-405-4874,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-305,091-889-6777,SOMWANG
,11/15 หมู่ที่ 1,,11/15 หมู่ที่ 1 ตำบลอิปัน อำเภอพระแสง จังหวัดสุราษฎร์ธานี 84210,,พระแสง (สุราษฎร์ธานี),,พระแสง,,077-300-057,8.57401,99.241487,,สุราษฎร์ธานี,,อิปัน,,077-300-056,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-255,091-889-3399,SOMWANG
,78/2 หมู่ที่ 1,,78/2 หมู่ที่ 1 ตำบลถ้ำกระต่ายทอง อำเภอพรานกระต่าย จังหวัดกำแพงเพชร 62110,,พรานกระต่าย (กำแพงเพชร),,พรานกระต่าย,,055-741-874,16.676034,99.591913,,นครสวรรค์,,ถ้ำกระต่ายทอง,,055-741-873,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-336,063-905-7111,SOMWANG
,26/305-306 หมู่ที่ 6,,26/305-306 หมู่ที่ 6 แขวงสายไหม เขตสายไหม จังหวัดกรุงเทพฯ 10220,,พหลโยธิน กม.27,,สายไหม,,02-533-8344,13.944678,100.62373,,กรุงเทพมหานคร,,สายไหม,,02-533-8343,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-227,063-905-0444,SOMWANG
,604 ถนนพหลโยธิน,,604 ถนนพหลโยธิน ตำบลเวียง อำเภอเมืองพะเยา จังหวัดพะเยา 56000,,พะเยา,,เมืองพะเยา,,054-480-427,19.169226,99.899144,,พะเยา,,เวียง,,054-480-426,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-092,083-097-6000,SOMWANG
,371/18 ถนนเพชรเกษม,,371/18 ถนนเพชรเกษม ตำบลท้ายช้าง อำเภอเมืองพังงา จังหวัดพังงา 82000,,พังงา,,เมืองพังงา,,076-413-332,8.450639,98.530722,,พังงา,,ท้ายช้าง,,076-413-331,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-166,096-808-5550,SOMWANG
,268 หมู่ที่ 1,,268 หมู่ที่ 1 ตำบลพังโคน อำเภอพังโคน จังหวัดสกลนคร 47160,,พังโคน (สกลนคร),,พังโคน,,042-771-117,17.388278,103.724444,,สกลนคร,,พังโคน,,042-771-116,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-450,095-367-9000,SOMWANG
,500/10 หมู่ที่ 7,,500/10 หมู่ที่ 7 ตำบลดีลัง อำเภอพัฒนานิคม จังหวัดลพบุรี 15220,,พัฒนานิคม ซอย 12 (ลพบุรี),,พัฒนานิคม,,036-436-538,14.846237,100.914110,,ลพบุรี,,ดีลัง,,036-436-537,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-260,091-889-3888,SOMWANG
,47/10-11 หมู่ที่ 9,,47/10-11 หมู่ที่ 9 ตำบลหนองปรือ อำเภอบางละมุง จังหวัดชลบุรี 20150,,พัทยา,,บางละมุง,,038 410 465,12.932293,100.899292,,ชลบุรี,,หนองปรือ,,038 410 464,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-048,087-963-5000,SOMWANG
,479/3 ถนนราเมศวร์,,485/16 ถนนราเมศวร์ ตำบลคูหาสวรรค์ อำเภอเมืองพัทลุง จังหวัดพัทลุง 93000,,พัทลุง,,เมือง,,074 615 355,7.612687,100.06515,,พัทลุง,,คูหาสวรรค์,,074 615 353,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-036,063-906-5000,SOMWANG
,88 ถนนราเมศวร์,,88 ถนนราเมศวร์ ตำบลคูหาสวรรค์ อำเภอเมืองพัทลุง จังหวัดพัทลุง 93000,,พัทลุง 2,,เมืองพัทลุง,,074-603-702,7.6187,100.083552,,พัทลุง,,คูหาสวรรค์,,074-603-701,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-438,095-367-6222,SOMWANG
,"189/49 ,189/50 หมู่ที่ 5",,"189/49 ,189/50 หมู่ที่ 5 ตำบลพันท้ายนรสิงห์ อำเภอเมืองสมุทรสาคร จังหวัดสมุทรสาคร 74000",,พันท้ายนรสิงห์,,เมืองสมุทรสาคร,,034-872-483,13.593966,100.36665,,สมุทรสาคร,,พันท้ายนรสิงห์,,034-872-484,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-212,063-904-4477,SOMWANG
,511/1 หมู่ที่ 1,,511/1 หมู่ที่ 1 ตำบลเมืองพาน อำเภอพาน จังหวัดเชียงราย 57120,,พาน (เชียงราย),,พาน,,053-602-573,19.548239,99.741303,,เชียงราย,,พาน,,053-602-572,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-585,091-772-6116,SOMWANG
,1/15 หมู่ที่ 3,,1/15 หมู่ที่ 3 ตำบลพานทอง อำเภอพานทอง จังหวัดชลบุรี 20160,,พานทอง (ชลบุรี),,พานทอง,,038-213-534,13.461863,101.090036,,ชลบุรี,,พานทอง,,038-213-744,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-273,091-889-4477,SOMWANG
,2/148-149 ถนนศรีมาลา,,2/148-149 ถนนศรีมาลา ตำบลในเมือง อำเภอเมือง จังหวัดพิจิตร 66000,,พิจิตร,,เมือง,,056-611-052,16.44461,100.340169,,พิจิตร,,ในเมือง,,056 611 051,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-061,089-912-8000,SOMWANG
,"397/2, 397/3, 397/4 หมู่ที่ 3",,"397/2, 397/3, 397/4 หมู่ที่ 3 ตำบลในเมือง อำเภอพิชัย จังหวัดอุตรดิตถ์ 53120",,พิชัย (อุตรดิตถ์),,พิชัย,,055-421-134,17.295387,100.085155,,อุตรดิตถ์,,ในเมือง,,055-421-133,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-430,095-365-3300,SOMWANG
,36/42-43 ถนนสถิตย์นิมานการ,,36/42-43 ถนนสถิตย์นิมานการ ตำบลพิบูล อำเภอพิบูลมังสาหาร จังหวัดอุบลราชธานี 34110,,พิบูลมังสาหาร,,พิบูลมังสาหาร,,045-442-269,15.240611,105.229278,,อุบลราชธานี,,พิบูล,,045-442-270,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-176,083-097-5335,SOMWANG
,308/2-3 หมู่ที่ 14,,308/2-3 หมู่ที่ 14 ตำบลในเมือง อำเภอพิมาย จังหวัดนครราชสีมา 30110,,พิมาย (นครราชสีมา),,พิมาย,,044-481-180,15.216402,102.49525,,นครราชสีมา,,ในเมือง,,044-481-181,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-108,091-890-1000,SOMWANG
,57/10 ถนนพระองค์ดำ,,57/10 ถนนพระองค์ดำ ตำบลในเมือง อำเภอเมือง จังหวัดพิษณุโลก 65000,,พิษณุโลก,,พิษณุโลก,,055 377 761,16.819974,100.270284,,พิษณุโลก,,ในเมือง,,055 377 760,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-014,085-436-5000,SOMWANG
,193/8 หมู่ที่ 5,,193/8 หมู่ที่ 5 ตำบลกระทุ่มล้ม อำเภอสามพราน จังหวัดนครปฐม 73220,,พุทธมณฑลสาย 4,,สามพราน,,02-431-2831,13.721639,100.329833,,นครปฐม,,กระทุ่มล้ม,,02-431-2832,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-168,096-820-8900,SOMWANG
,160/11 หมู่ที่ 5,,160/11 หมู่ที่ 5 ตำบลภาชี อำเภอภาชี จังหวัดพระนครศรีอยุธยา 13140,,ภาชี (อยุธยา),,ภาชี,,035-246-951,14.45039,100.724285,,พระนครศรีอยุธยา,,ภาชี,,035-246-950,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-525,091-770-6886,SOMWANG
,4/40 หมู่ที่ 4,,4/40 หมู่ที่ 4 ถนนวิรัชหงษ์หยก ตำบลวิชิต อำเภอเมือง จังหวัดภูเก็ต 83000,,ภูเก็ต,,เมือง,,076-522-580,7.881384,98.366877,,ภูเก็ต,,วิชิต,,076 522 579,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-072,080-289-8000,SOMWANG
,"571,572 หมู่ที่ 2",,"571,572 หมู่ที่ 2 ตำบลผักปัง อำเภอภูเขียว จังหวัดชัยภูมิ 36110",,ภูเขียว(ชัยภูมิ),,ภูเขียว,,044-861-120,16.365556,102.137722,,ชัยภูมิ,,ผักปัง,,044-861-116,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-179,063-901-3434,SOMWANG
,334 หมู่ที่ 7,,334 หมู่ที่ 7 ตำบลหนองบัว อำเภอภูเรือ จังหวัดเลย 42160,,ภูเรือ (เลย),,ภูเรือ,,042-899-361,17.45307,101.362314,,เลย,,หนองบัว,,042-899-019,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-528,091-770-7227,SOMWANG
,168/24 หมู่ที่ 3,,168/24 หมู่ที่ 3 ตำบลมวกเหล็ก อำเภอมวกเหล็ก จังหวัดสระบุรี 18180,,มวกเหล็ก (สระบุรี),,มวกเหล็ก,,036-345-716,14.651503,101.200324,,สระบุรี,,มวกเหล็ก,,036-345-715,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-316,091-889-7654,SOMWANG
,480 ถนนนครสวรรค์,,480 ถนนนครสวรรค์ ตำบลตลาด อำเภอเมือง จังหวัดมหาสารคาม 44000,,มหาสารคาม,,มหาสารคาม,,043 713 442,16.183442,103.304807,,มหาสารคาม,,ตลาด,,043 713 443,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-024,085-713-5000,SOMWANG
,1/5-6 หมู่ที่ 3,,1/5-6 หมู่ที่ 3 ตำบลกุดเค้า อำเภอมัญจาคีรี จังหวัดขอนแก่น 40160,,มัญจาคีรี (ขอนแก่น),,มัญจาคีรี,,043-289-244,16.131987,102.541761,,ขอนแก่น,,กุดเค้า,,043-289-233,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-415,091-770-5335,SOMWANG
,141/8 ถนนสุขุมวิท,,141/8 ถนนสุขุมวิท ตำบลมาบตาพุด อำเภอเมือง จังหวัดระยอง 21150,,มาบตาพุด,,มาบตาพุด,,038 607 849,12.712655,101.169221,,ระยอง,,มาบตาพุด,,038 607 848,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-008,082-851-5000,SOMWANG
,131/67 หมู่ที่ 2,,131/67 หมู่ที่ 2 ตำบลมาบยางพร อำเภอปลวกแดง จังหวัดระยอง 21140,,มาบยางพร,,ปลวกแดง,,038-026-581,12.973164,101.15549,,ระยอง,,มาบยางพร,,038-026-580,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-570,091-772-4334,SOMWANG
,"53/2 ,53/3 ถนนสีหบุรานุกิจ",,"53/2 ,53/3 ถนนสีหบุรานุกิจ แขวงมีนบุรี เขตมีนบุรี จังหวัดกรุงเทพฯ 10510",,มีนบุรี,,มีนบุรี,,02-540-2206,13.812736,100.721546,,กรุงเทพมหานคร,,มีนบุรี,,02-540-2205,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-023,089-584-5000,SOMWANG
,44/25 ถนนพิทักษ์พนมเขต,,119/2 ถนนพิทักษ์พนมเขต ตำบลมุกดาหาร อำเภอเมืองมุกดาหาร จังหวัดมุกดาหาร 49000,,มุกดาหาร,,เมือง,,042-612-770,16.539694,104.719139,,มุกดาหาร,,มุกดาหาร,,042 612 771,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-069,080-296-8000,SOMWANG
,"70/20, 70/21 ถนนมุกดาหาร-ดอนตาล",,"70/20, 70/21 ถนนมุกดาหาร-ดอนตาล ตำบลศรีบุญเรือง อำเภอเมืองมุกดาหาร จังหวัดมุกดาหาร 49000",,มุกดาหาร 2 (ตลาดพรเพชร),,เมืองมุกดาหาร,,042-620-917,16.531371,104.731864,,มุกดาหาร,,ศรีบุญเรือง,,042-620-910,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-566,091-770-9339,SOMWANG
,"331/1 ,331/2 หมู่ที่ 1",,"331/1 ,331/2 หมู่ที่ 1 ตำบลม่วงสามสิบ อำเภอม่วงสามสิบ จังหวัดอุบลราชธานี 34140",,ม่วงสามสิบ,,ม่วงสามสิบ,,045-251-871,15.514586,104.724056,,อุบลราชธานี,,ม่วงสามสิบ,,045-251-817,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-239,063-904-9111,SOMWANG
,176/6 ถนนสิโรรส,,176/6 ถนนสิโรรส ตำบลสะเตง อำเภอเมืองยะลา จังหวัดยะลา 95000,,ยะลา,,ยะลา,,073-299-957,6.552868,101.282984,,ยะลา,,สะเตง,,073-299-956,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-366,095-364-1177,SOMWANG
,239 หมู่ที่ 7,,239 หมู่ที่ 7 ตำบลยางชุมน้อย อำเภอยางชุมน้อย จังหวัดศรีสะเกษ 33190,,ยางชุมน้อย (ศรีสะเกษ),,ยางชุมน้อย,,045-826-768,15.265611,104.395611,,ศรีสะเกษ,,ยางชุมน้อย,,045-826-767,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-534,091-772-2002,SOMWANG
,242 ถนนแจ้งสนิท,,242 ถนนแจ้งสนิท ตำบลในเมือง อำเภอเมืองยโสธร จังหวัดยโสธร 35000,,ยโสธร,,ยโสธร,,045 713 893,15.795067,104.142292,,ยโสธร,,ในเมือง,,045 713 892,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-010,084-894-5000,SOMWANG
,183 หมู่ที่ 1,,183 หมู่ที่ 1 ถนนตรัง-ปะเหลียน ตำบลย่านตาขาว อำเภอย่านตาขาว จังหวัดตรัง 92140,,ย่านตาขาว(ตรัง),,ย่านตาขาว,,075-584-032,7.384537,99.669461,,ตรัง,,ย่านตาขาว,,075-584-031,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-155,091-771-1515,SOMWANG
,240/16 ถนนเรืองราษฎร์,,240/16 ถนนเรืองราษฎร์ ตำบลเขานิเวศน์ อำเภอเมืองระนอง จังหวัดระนอง 85000,,ระนอง,,เมืองระนอง,,077-812-921,9.965994,98.633612,,ระนอง,,เขานิเวศน์,,077-812-922,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-116,091-889-4000,SOMWANG
,"145/67, 145/68 หมู่ที่ 4",,"145/67, 145/68 หมู่ที่ 4 ตำบลบางนอน อำเภอเมืองระนอง จังหวัดระนอง 85000",,ระนอง 2,,เมืองระนอง,,077-810-439,9.97175,98.645194,,ระนอง,,บางนอน,,077-810-438,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-582,091-772-1771,SOMWANG
,13/6 หมู่ที่ 3,,13/6 หมู่ที่ 3 ตำบลเนินพระ อำเภอเมือง จังหวัดระยอง 21000,,ระยอง,,เมือง,,038 615 347,12.683608,101.23382,,ระยอง,,เนินพระ,,038 615 346,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-055,082-574-5000,SOMWANG
,304 ถนนราษฎร์บำรุง,,304 ถนนราษฎร์บำรุง ตำบลระโนด อำเภอระโนด จังหวัดสงขลา 90140,,ระโนด (สงขลา),,ระโนด,,074-393-512,7.776142,100.31877,,สงขลา,,ระโนด,,074-393-511,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-304,091-889-6655,SOMWANG
,"404 ,406 ถนนรังสิต-ปทุมธานี",,"404 ,406 ถนนรังสิต-ปทุมธานี ตำบลประชาธิปัตย์ อำเภอธัญบุรี จังหวัดปทุมธานี 12130",,รังสิต (หมู่บ้านรัตนโกสินทร์ 200 ปี),,ธัญบุรี,,02-147-0898,13.986735,100.603228,,ปทุมธานี,,ประชาธิปัตย์,,02-147-0899,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-233,063-904-8222,SOMWANG
,603 ถนนรังสิต-นครนายก,,603 ถนนรังสิต-นครนายก ตำบลประชาธิปัตย์ อำเภอธัญบุรี จังหวัดปทุมธานี 12130,,รังสิตคลอง 2,,ธัญบุรี,,02-533-0863,13.990815,100.645024,,ปทุมธานี,,ประชาธิปัตย์,,02-533-0864,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-098,091-890-5000,SOMWANG
,49/139 หมู่ที่ 1,,49/139 หมู่ที่ 1 ตำบลคลองสาม อำเภอคลองหลวง จังหวัดปทุมธานี 12120,,รังสิตคลอง 3 (ถนนเลียบคลองสาม),,คลองหลวง,,02-157-2441,14.014653,100.663649,,ปทุมธานี,,คลองสาม,,02-157-2440,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-257,091-889-3666,SOMWANG
,199/435 หมู่ที่ 4,,199/435 หมู่ที่ 4 ตำบลรังสิต อำเภอธัญบุรี จังหวัดปทุมธานี 12110,,รังสิตคลอง 6,,ธัญบุรี,,02-577-1475,14.025084,100.745456,,ปทุมธานี,,รังสิต,,02-577-1474,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-230,063-905-0333,SOMWANG
,191/1 หมู่ที่ 1,,191/1 หมู่ที่ 1 ตำบลรัตนบุรี อำเภอรัตนบุรี จังหวัดสุรินทร์ 32130,,รัตนบุรี (สุรินทร์),,รัตนบุรี,,044-599-352,15.320952,103.853141,,สุรินทร์,,รัตนบุรี,,044-599-351,,09.00 - 17.00 น.,,09.00 - 15.00 น.,,จันทร์ - ศุกร์,,เสาร์,,HW-258,091-889-3555,SOMWANG
